Airline,Origin,Destination,Duration,Total stops,Price,Flight date,Days left until flight,Booking date
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,126",4/22/2025,15,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,16h 45m,1 stop,"C$ 1,237",4/22/2025,15,4/7/2025
"Cathay Pacific, Wizz Air",HKG,BCN,17h 25m,1 stop,"C$ 1,214",4/22/2025,15,4/7/2025
"Air China, Ryanair",HKG,BCN,21h 25m,2 stops,C$ 986,4/22/2025,15,4/7/2025
"Air China, Wizz Air",HKG,BCN,24h 30m,2 stops,C$ 896,4/22/2025,15,4/7/2025
"Air China, easyJet",HKG,BCN,26h 05m,2 stops,C$ 880,4/22/2025,15,4/7/2025
"Air China, Singapore Airlines",HKG,BCN,19h 00m,2 stops,"C$ 1,084",4/22/2025,15,4/7/2025
"Air China, Wizz Air",HKG,BCN,24h 45m,2 stops,C$ 896,4/22/2025,15,4/7/2025
SWISS,HKG,BCN,25h 55m,1 stop,"C$ 1,126",4/22/2025,15,4/7/2025
"China Eastern, Etihad Airways",HKG,BCN,23h 50m,2 stops,"C$ 1,029",4/22/2025,15,4/7/2025
Air France,HKG,BCN,16h 40m,1 stop,"C$ 1,598",4/22/2025,15,4/7/2025
Emirates,HKG,BCN,19h 20m,1 stop,"C$ 1,577",4/22/2025,15,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,653",4/22/2025,15,4/7/2025
Multiple Airlines,HKG,BCN,23h 05m,2 stops,C$ 693,4/23/2025,16,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,080",4/23/2025,16,4/7/2025
"Air China, Vueling",HKG,BCN,21h 50m,2 stops,C$ 830,4/23/2025,16,4/7/2025
T'way Air,HKG,BCN,24h 20m,1 stop,C$ 994,4/23/2025,16,4/7/2025
Multiple Airlines,HKG,BCN,25h 50m,2 stops,C$ 693,4/23/2025,16,4/7/2025
"Cathay Pacific, Wizz Air",HKG,BCN,17h 25m,1 stop,"C$ 1,153",4/23/2025,16,4/7/2025
"Air China, Vueling",HKG,BCN,24h 20m,2 stops,C$ 830,4/23/2025,16,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,353",4/23/2025,16,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,464",4/23/2025,16,4/7/2025
"Air China, Singapore Airlines",HKG,BCN,19h 00m,2 stops,"C$ 1,025",4/23/2025,16,4/7/2025
"Qatar Airways, Eurowings",HKG,BCN,22h 55m,2 stops,C$ 934,4/23/2025,16,4/7/2025
"Air China, Vueling",HKG,BCN,25h 20m,2 stops,C$ 819,4/23/2025,16,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,16h 45m,1 stop,"C$ 1,283",4/23/2025,16,4/7/2025
Multiple Airlines,HKG,BCN,22h 15m,2 stops,C$ 936,4/23/2025,16,4/7/2025
"Air China, Wizz Air",HKG,BCN,22h 00m,2 stops,C$ 950,4/23/2025,16,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,835",4/24/2025,17,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,"C$ 1,279",4/24/2025,17,4/7/2025
Multiple Airlines • Operated by Shanghai Airlines,HKG,BCN,47h 30m,3 stops,C$ 745,4/24/2025,17,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,126",4/24/2025,17,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,17h 15m,1 stop,"C$ 1,087",4/24/2025,17,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,126",4/24/2025,17,4/7/2025
"Cathay Pacific, Wizz Air",HKG,BCN,17h 25m,1 stop,"C$ 1,153",4/24/2025,17,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,464",4/24/2025,17,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,20h 45m,1 stop,"C$ 1,077",4/24/2025,17,4/7/2025
"Air China, Vueling",HKG,BCN,21h 45m,2 stops,"C$ 1,046",4/24/2025,17,4/7/2025
"Air China, Vueling",HKG,BCN,22h 25m,2 stops,"C$ 1,036",4/24/2025,17,4/7/2025
"Cathay Pacific, Ryanair",HKG,BCN,19h 35m,1 stop,"C$ 1,125",4/24/2025,17,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,653",4/24/2025,17,4/7/2025
"Cathay Pacific, easyJet",HKG,BCN,20h 50m,1 stop,"C$ 1,102",4/24/2025,17,4/7/2025
"Cathay Pacific, Iberia",HKG,BCN,17h 15m,1 stop,"C$ 1,369",4/24/2025,17,4/7/2025
"Air China, Vueling",HKG,BCN,21h 35m,2 stops,"C$ 1,074",4/24/2025,17,4/7/2025
Qatar Airways • Operated by Malaysia Airlines,HKG,BCN,22h 55m,2 stops,"C$ 1,156",4/24/2025,17,4/7/2025
Emirates,HKG,BCN,21h 55m,2 stops,"C$ 1,824",4/25/2025,18,4/7/2025
"HK Express, Etihad Airways • Operated by Lufthansa",HKG,BCN,24h 20m,3 stops,C$ 774,4/25/2025,18,4/7/2025
"HK Express, Etihad Airways • Operated by Lufthansa",HKG,BCN,33h 35m,3 stops,C$ 770,4/25/2025,18,4/7/2025
"Air China, Vueling",HKG,BCN,21h 35m,2 stops,"C$ 1,015",4/25/2025,18,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,16h 45m,1 stop,"C$ 1,394",4/25/2025,18,4/7/2025
"Air China, Ryanair",HKG,BCN,23h 00m,2 stops,C$ 967,4/25/2025,18,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,486",4/25/2025,18,4/7/2025
"Cathay Pacific, Wizz Air",HKG,BCN,17h 25m,1 stop,"C$ 1,381",4/25/2025,18,4/7/2025
Multiple Airlines,HKG,BCN,24h 50m,2 stops,C$ 936,4/25/2025,18,4/7/2025
"HK Express, Etihad Airways • Operated by Lufthansa",HKG,BCN,25h 15m,3 stops,C$ 774,4/25/2025,18,4/7/2025
"Air China, Vueling",HKG,BCN,22h 25m,2 stops,"C$ 1,036",4/25/2025,18,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,685",4/25/2025,18,4/7/2025
"HK Express, Etihad Airways • Operated by Lufthansa",HKG,BCN,25h 00m,3 stops,C$ 792,4/25/2025,18,4/7/2025
"Cathay Pacific, easyJet",HKG,BCN,19h 05m,1 stop,"C$ 1,381",4/25/2025,18,4/7/2025
"Air China, Vueling",HKG,BCN,21h 10m,2 stops,"C$ 1,205",4/25/2025,18,4/7/2025
"HK Express, Etihad Airways • Operated by Lufthansa",HKG,BCN,25h 55m,3 stops,C$ 792,4/25/2025,18,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,25h 50m,1 stop,"C$ 1,485",4/25/2025,18,4/7/2025
Emirates,HKG,BCN,19h 20m,1 stop,"C$ 2,105",4/26/2025,19,4/7/2025
"Air China, Vueling",HKG,BCN,22h 10m,2 stops,"C$ 1,026",4/26/2025,19,4/7/2025
Multiple Airlines • Operated by Shanghai Airlines,HKG,BCN,43h 30m,3 stops,C$ 801,4/26/2025,19,4/7/2025
Multiple Airlines,HKG,BCN,21h 35m,2 stops,"C$ 1,064",4/26/2025,19,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,"C$ 2,076",4/26/2025,19,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,722",4/26/2025,19,4/7/2025
"Air China, easyJet",HKG,BCN,22h 05m,2 stops,"C$ 1,051",4/26/2025,19,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,"C$ 1,732",4/26/2025,19,4/7/2025
"Air China, Vueling",HKG,BCN,23h 50m,2 stops,"C$ 1,026",4/26/2025,19,4/7/2025
"Air China, Vueling",HKG,BCN,21h 35m,2 stops,"C$ 1,124",4/26/2025,19,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,781",4/26/2025,19,4/7/2025
"Air China, Ryanair",HKG,BCN,22h 05m,2 stops,"C$ 1,111",4/26/2025,19,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,781",4/26/2025,19,4/7/2025
Multiple Airlines,HKG,BCN,21h 55m,2 stops,"C$ 1,127",4/26/2025,19,4/7/2025
"Air China, Vueling",HKG,BCN,22h 50m,2 stops,"C$ 1,085",4/26/2025,19,4/7/2025
"Air China, Vueling",HKG,BCN,21h 45m,2 stops,"C$ 1,166",4/26/2025,19,4/7/2025
Multiple Airlines,HKG,BCN,21h 15m,2 stops,"C$ 1,203",4/26/2025,19,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 2,105",4/27/2025,20,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,126",4/27/2025,20,4/7/2025
Multiple Airlines,HKG,BCN,43h 10m,3 stops,C$ 745,4/27/2025,20,4/7/2025
Multiple Airlines,HKG,BCN,21h 15m,2 stops,C$ 988,4/27/2025,20,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,301",4/27/2025,20,4/7/2025
SWISS,HKG,BCN,24h 35m,1 stop,"C$ 1,126",4/27/2025,20,4/7/2025
Lufthansa,HKG,BCN,19h 40m,1 stop,"C$ 1,312",4/27/2025,20,4/7/2025
Multiple Airlines,HKG,BCN,22h 25m,2 stops,"C$ 1,030",4/27/2025,20,4/7/2025
SWISS,HKG,BCN,25h 55m,1 stop,"C$ 1,126",4/27/2025,20,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,267",4/27/2025,20,4/7/2025
Multiple Airlines,HKG,BCN,24h 00m,2 stops,"C$ 1,006",4/27/2025,20,4/7/2025
Lufthansa,HKG,BCN,22h 05m,1 stop,"C$ 1,293",4/27/2025,20,4/7/2025
Singapore Airlines,HKG,BCN,18h 05m,1 stop,"C$ 1,705",4/27/2025,20,4/7/2025
Multiple Airlines,HKG,BCN,23h 45m,2 stops,"C$ 1,020",4/27/2025,20,4/7/2025
"Scoot, Vueling",HKG,BCN,24h 15m,2 stops,"C$ 1,063",4/27/2025,20,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,781",4/27/2025,20,4/7/2025
Multiple Airlines,HKG,BCN,22h 25m,2 stops,"C$ 1,109",4/27/2025,20,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,835",4/28/2025,21,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,126",4/28/2025,21,4/7/2025
Multiple Airlines,HKG,BCN,54h 05m,3 stops,C$ 634,4/28/2025,21,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,"C$ 1,670",4/28/2025,21,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,084",4/28/2025,21,4/7/2025
Lufthansa,HKG,BCN,19h 40m,1 stop,"C$ 1,080",4/28/2025,21,4/7/2025
Multiple Airlines,HKG,BCN,20h 45m,2 stops,C$ 987,4/28/2025,21,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,353",4/28/2025,21,4/7/2025
Lufthansa,HKG,BCN,22h 05m,1 stop,"C$ 1,089",4/28/2025,21,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 15m,1 stop,"C$ 1,351",4/28/2025,21,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,353",4/28/2025,21,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,126",4/28/2025,21,4/7/2025
Multiple Airlines,HKG,BCN,21h 45m,2 stops,C$ 985,4/28/2025,21,4/7/2025
Multiple Airlines • Operated by airBaltic,HKG,BCN,21h 15m,2 stops,"C$ 1,013",4/28/2025,21,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,464",4/28/2025,21,4/7/2025
"Cathay Pacific, Wizz Air",HKG,BCN,17h 25m,1 stop,"C$ 1,286",4/28/2025,21,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,596",4/28/2025,21,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,835",4/29/2025,22,4/7/2025
"Spring Airlines, Etihad Airways",HKG,BCN,24h 05m,2 stops,C$ 620,4/29/2025,22,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,126",4/29/2025,22,4/7/2025
"China Eastern, Etihad Airways",HKG,BCN,23h 30m,2 stops,C$ 645,4/29/2025,22,4/7/2025
"China Eastern, Etihad Airways",HKG,BCN,24h 35m,2 stops,C$ 645,4/29/2025,22,4/7/2025
"Juneyao Airlines, Vueling",HKG,BCN,21h 55m,2 stops,C$ 806,4/29/2025,22,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,126",4/29/2025,22,4/7/2025
"Hong Kong Airlines, Etihad Airways",HKG,BCN,24h 25m,2 stops,C$ 668,4/29/2025,22,4/7/2025
"Juneyao Airlines, Ryanair",HKG,BCN,21h 40m,2 stops,C$ 834,4/29/2025,22,4/7/2025
"China Eastern, Etihad Airways",HKG,BCN,25h 20m,2 stops,C$ 679,4/29/2025,22,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,353",4/29/2025,22,4/7/2025
"Juneyao Airlines, Brussels Airlines • Operated by airBaltic",HKG,BCN,20h 55m,2 stops,C$ 927,4/29/2025,22,4/7/2025
"China Eastern, Etihad Airways",HKG,BCN,29h 55m,2 stops,C$ 636,4/29/2025,22,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 30m,1 stop,"C$ 1,351",4/29/2025,22,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,353",4/29/2025,22,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,333",4/29/2025,22,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 2,105",4/30/2025,23,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 20m,1 stop,"C$ 1,055",4/30/2025,23,4/7/2025
"China Eastern, Ryanair • Operated by Shanghai Airlines",HKG,BCN,33h 55m,3 stops,C$ 650,4/30/2025,23,4/7/2025
Multiple Airlines,HKG,BCN,25h 50m,2 stops,C$ 757,4/30/2025,23,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,20h 40m,1 stop,"C$ 1,055",4/30/2025,23,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,355",4/30/2025,23,4/7/2025
"Air China, Vueling",HKG,BCN,20h 55m,2 stops,C$ 992,4/30/2025,23,4/7/2025
"Cathay Pacific, Ryanair",HKG,BCN,23h 15m,1 stop,C$ 967,4/30/2025,23,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,22h 10m,1 stop,"C$ 1,002",4/30/2025,23,4/7/2025
"Cathay Pacific, Vueling",HKG,BCN,22h 00m,1 stop,"C$ 1,032",4/30/2025,23,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,596",4/30/2025,23,4/7/2025
Air China • Operated by Lufthansa,HKG,BCN,20h 35m,2 stops,"C$ 1,161",4/30/2025,23,4/7/2025
"Air China, easyJet",HKG,BCN,20h 40m,2 stops,"C$ 1,037",4/30/2025,23,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,653",4/30/2025,23,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,653",4/30/2025,23,4/7/2025
"Juneyao Airlines, Vueling",HKG,BCN,23h 05m,2 stops,C$ 999,4/30/2025,23,4/7/2025
Emirates,HKG,BCN,21h 55m,2 stops,"C$ 1,824",5/1/2025,24,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,161",5/1/2025,24,4/7/2025
Multiple Airlines,HKG,BCN,60h 00m,3 stops,C$ 695,5/1/2025,24,4/7/2025
"Air China, Vueling",HKG,BCN,21h 35m,2 stops,C$ 906,5/1/2025,24,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,"C$ 1,670",5/1/2025,24,4/7/2025
Lufthansa,HKG,BCN,19h 40m,1 stop,"C$ 1,161",5/1/2025,24,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,353",5/1/2025,24,4/7/2025
"Air China, Vueling",HKG,BCN,21h 10m,2 stops,C$ 982,5/1/2025,24,4/7/2025
Lufthansa,HKG,BCN,22h 05m,1 stop,"C$ 1,165",5/1/2025,24,4/7/2025
"Air China, easyJet",HKG,BCN,20h 35m,2 stops,"C$ 1,032",5/1/2025,24,4/7/2025
Air China • Operated by Lufthansa,HKG,BCN,20h 35m,2 stops,"C$ 1,161",5/1/2025,24,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,572",5/1/2025,24,4/7/2025
Multiple Airlines,HKG,BCN,20h 50m,2 stops,"C$ 1,050",5/1/2025,24,4/7/2025
"Juneyao Airlines, Ryanair",HKG,BCN,20h 25m,2 stops,"C$ 1,098",5/1/2025,24,4/7/2025
Multiple Airlines,HKG,BCN,20h 45m,2 stops,"C$ 1,068",5/1/2025,24,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,582",5/1/2025,24,4/7/2025
Air China • Operated by Cathay Pacific,HKG,BCN,19h 45m,1 stop,"C$ 1,517",5/1/2025,24,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,620",5/2/2025,25,4/7/2025
Multiple Airlines,HKG,BCN,23h 30m,2 stops,C$ 680,5/2/2025,25,4/7/2025
"China Southern, Ryanair",HKG,BCN,49h 30m,2 stops,C$ 496,5/2/2025,25,4/7/2025
Multiple Airlines,HKG,BCN,26h 15m,2 stops,C$ 599,5/2/2025,25,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,183",5/2/2025,25,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,210",5/2/2025,25,4/7/2025
Multiple Airlines,HKG,BCN,21h 40m,2 stops,C$ 792,5/2/2025,25,4/7/2025
"Air China, Vueling",HKG,BCN,21h 35m,2 stops,C$ 808,5/2/2025,25,4/7/2025
Multiple Airlines,HKG,BCN,22h 30m,2 stops,C$ 767,5/2/2025,25,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,384",5/2/2025,25,4/7/2025
Multiple Airlines,HKG,BCN,23h 50m,2 stops,C$ 742,5/2/2025,25,4/7/2025
Multiple Airlines,HKG,BCN,20h 15m,2 stops,C$ 966,5/2/2025,25,4/7/2025
Multiple Airlines,HKG,BCN,24h 45m,3 stops,C$ 667,5/2/2025,25,4/7/2025
Multiple Airlines,HKG,BCN,25h 15m,2 stops,C$ 745,5/2/2025,25,4/7/2025
China Eastern • Operated by Air France,HKG,BCN,21h 10m,2 stops,"C$ 1,157",5/2/2025,25,4/7/2025
Air China,HKG,BCN,18h 20m,1 stop,"C$ 1,469",5/2/2025,25,4/7/2025
"Shanghai Airlines, China Eastern • Operated by Air France, China Eastern",HKG,BCN,21h 10m,2 stops,"C$ 1,170",5/2/2025,25,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,835",5/3/2025,26,4/7/2025
Cathay Pacific,HKG,BCN,14h 05m,direct,"C$ 1,279",5/3/2025,26,4/7/2025
"Air China, easyJet",HKG,BCN,31h 45m,2 stops,C$ 659,5/3/2025,26,4/7/2025
"Air China, Vueling",HKG,BCN,21h 35m,2 stops,C$ 690,5/3/2025,26,4/7/2025
"Air China, Vueling",HKG,BCN,21h 45m,2 stops,C$ 702,5/3/2025,26,4/7/2025
"Air China, Ryanair",HKG,BCN,22h 05m,2 stops,C$ 704,5/3/2025,26,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,297",5/3/2025,26,4/7/2025
Multiple Airlines,HKG,BCN,23h 25m,2 stops,C$ 752,5/3/2025,26,4/7/2025
"Air China, British Airways • Operated by Vueling",HKG,BCN,21h 35m,2 stops,C$ 868,5/3/2025,26,4/7/2025
Multiple Airlines,HKG,BCN,21h 15m,2 stops,C$ 959,5/3/2025,26,4/7/2025
"China Southern, Vueling",HKG,BCN,21h 35m,2 stops,C$ 957,5/3/2025,26,4/7/2025
Multiple Airlines,HKG,BCN,22h 40m,2 stops,C$ 947,5/3/2025,26,4/7/2025
"Qatar Airways, easyJet",HKG,BCN,22h 40m,2 stops,C$ 962,5/3/2025,26,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,"C$ 1,469",5/3/2025,26,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,20h 35m,1 stop,"C$ 1,351",5/3/2025,26,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,685",5/3/2025,26,4/7/2025
"Juneyao Airlines, Ryanair",HKG,BCN,21h 35m,2 stops,C$ 999,5/3/2025,26,4/7/2025
"Juneyao Airlines, Vueling",HKG,BCN,22h 05m,2 stops,C$ 654,5/4/2025,27,4/7/2025
Multiple Airlines,HKG,BCN,53h 45m,3 stops,C$ 593,5/4/2025,27,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,"C$ 1,102",5/4/2025,27,4/7/2025
British Airways,HKG,BCN,25h 15m,1 stop,C$ 885,5/4/2025,27,4/7/2025
"Juneyao Airlines, Jet2",HKG,BCN,20h 55m,2 stops,C$ 751,5/4/2025,27,4/7/2025
"AirAsia, SAUDIA",HKG,BCN,25h 25m,2 stops,C$ 641,5/4/2025,27,4/7/2025
"Juneyao Airlines, Ryanair",HKG,BCN,23h 25m,2 stops,C$ 673,5/4/2025,27,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,183",5/4/2025,27,4/7/2025
"Juneyao Airlines, Ryanair",HKG,BCN,20h 50m,2 stops,C$ 839,5/4/2025,27,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,"C$ 1,113",5/4/2025,27,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 30m,1 stop,"C$ 1,351",5/4/2025,27,4/7/2025
"Air China, Vueling",HKG,BCN,24h 35m,2 stops,C$ 729,5/4/2025,27,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,25h 00m,1 stop,"C$ 1,106",5/4/2025,27,4/7/2025
"Juneyao Airlines, Ryanair",HKG,BCN,24h 20m,2 stops,C$ 764,5/4/2025,27,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,653",5/4/2025,27,4/7/2025
Asiana Airlines,HKG,BCN,24h 40m,1 stop,"C$ 1,112",5/4/2025,27,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,095",5/5/2025,28,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,C$ 978,5/5/2025,28,4/7/2025
Multiple Airlines,HKG,BCN,56h 45m,3 stops,C$ 449,5/5/2025,28,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 899,5/5/2025,28,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,C$ 882,5/5/2025,28,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,"C$ 1,041",5/5/2025,28,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,17h 45m,1 stop,"C$ 1,055",5/5/2025,28,4/7/2025
"Thai Airways, Vueling",HKG,BCN,23h 00m,2 stops,C$ 679,5/5/2025,28,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,18h 20m,1 stop,"C$ 1,055",5/5/2025,28,4/7/2025
Lufthansa,HKG,BCN,18h 30m,1 stop,"C$ 1,042",5/5/2025,28,4/7/2025
"Thai Airways, Vueling",HKG,BCN,23h 25m,2 stops,C$ 702,5/5/2025,28,4/7/2025
Lufthansa,HKG,BCN,19h 40m,1 stop,"C$ 1,013",5/5/2025,28,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,"C$ 1,085",5/5/2025,28,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,"C$ 1,063",5/5/2025,28,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,C$ 978,5/5/2025,28,4/7/2025
Air China,HKG,BCN,21h 00m,1 stop,"C$ 1,027",5/5/2025,28,4/7/2025
"Cathay Pacific, British Airways",HKG,BCN,21h 40m,1 stop,C$ 997,5/5/2025,28,4/7/2025
Emirates,HKG,BCN,19h 20m,1 stop,"C$ 1,095",5/6/2025,29,4/7/2025
Air China,HKG,BCN,18h 20m,1 stop,C$ 656,5/6/2025,29,4/7/2025
"Hainan Airlines, Ryanair",HKG,BCN,58h 05m,2 stops,C$ 505,5/6/2025,29,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,C$ 851,5/6/2025,29,4/7/2025
Air China,HKG,BCN,20h 50m,1 stop,C$ 656,5/6/2025,29,4/7/2025
"Air China, easyJet",HKG,BCN,25h 40m,2 stops,C$ 537,5/6/2025,29,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 829,5/6/2025,29,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 833,5/6/2025,29,4/7/2025
Multiple Airlines,HKG,BCN,22h 00m,2 stops,C$ 574,5/6/2025,29,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 829,5/6/2025,29,4/7/2025
Multiple Airlines,HKG,BCN,22h 45m,2 stops,C$ 568,5/6/2025,29,4/7/2025
"Sichuan Airlines, Iberia",HKG,BCN,23h 05m,2 stops,C$ 579,5/6/2025,29,4/7/2025
Air China,HKG,BCN,24h 00m,1 stop,C$ 656,5/6/2025,29,4/7/2025
British Airways,HKG,BCN,20h 15m,1 stop,C$ 885,5/6/2025,29,4/7/2025
"Air China, easyJet",HKG,BCN,21h 00m,2 stops,C$ 603,5/6/2025,29,4/7/2025
"Thai Airways, Vueling",HKG,BCN,22h 30m,2 stops,C$ 582,5/6/2025,29,4/7/2025
Lufthansa,HKG,BCN,19h 40m,1 stop,C$ 877,5/6/2025,29,4/7/2025
Emirates,HKG,BCN,20h 20m,1 stop,C$ 962,5/7/2025,30,4/7/2025
SWISS,HKG,BCN,15h 35m,1 stop,C$ 639,5/7/2025,30,4/7/2025
"China Eastern, Ryanair • Operated by Shanghai Airlines",HKG,BCN,33h 55m,3 stops,C$ 410,5/7/2025,30,4/7/2025
"China Eastern, Vueling",HKG,BCN,22h 35m,2 stops,C$ 481,5/7/2025,30,4/7/2025
Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 669,5/7/2025,30,4/7/2025
SWISS,HKG,BCN,20h 50m,1 stop,C$ 628,5/7/2025,30,4/7/2025
"China Eastern, Vueling",HKG,BCN,22h 20m,2 stops,C$ 521,5/7/2025,30,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 829,5/7/2025,30,4/7/2025
Qatar Airways,HKG,BCN,17h 50m,1 stop,C$ 833,5/7/2025,30,4/7/2025
British Airways,HKG,BCN,18h 00m,1 stop,C$ 885,5/7/2025,30,4/7/2025
Iberia • Operated by Qatar Airways,HKG,BCN,19h 15m,1 stop,C$ 829,5/7/2025,30,4/7/2025
"Thai Airways, Vueling",HKG,BCN,22h 20m,2 stops,C$ 557,5/7/2025,30,4/7/2025
Air China,HKG,BCN,18h 30m,1 stop,C$ 847,5/7/2025,30,4/7/2025
